state_abbrev;state;municipality_code;geocode;period;refor;secveg;pasture;crop;urban;core;edge;port;river;road;mining;fire;dgorg;dgfor;defor;deorg;precp;precn;tempp
AC;Acre;Santa Rosa do Purus;1200435;2006;0.989033906077736;0.004425873753141;0.002312875961319;0;0;0.923132566816417;209.992.213.049.965;NA;NA;0;0;0.000223363859727;NA;NA;0.004258180188256;0.004232703201579;0.077975386211401;0;0.258956566625444
AC;Acre;Marechal Thaumaturgo;1200351;2006;0.977708722430138;0.011579066063399;0.002642817878134;0;0.000261760175198;0.923069333446094;213.531.767.280.434;NA;NA;0;0;0.000909166046781;NA;NA;0.005651408661502;0.005555359391735;0.066788190350635;0;0.096017663956744
AC;Acre;Porto Walter;1200393;2006;0.977620674952782;0.010829517813707;0.003532336528831;0;0.000329017141312;0.920848833881814;193.953.651.742.295;NA;NA;0;0;0.001049134464067;NA;NA;0.005988389856401;0.005889069166516;0.140669998110559;0;0.214041745035913
AC;Acre;Jordão;1200328;2006;0.978644303469656;0.012035436473639;0.001696197061366;0;0;0.917512964563526;199.036.080.713.907;NA;NA;0;0;4,22E+05;NA;NA;0.006462793804383;0.006368520297435;0.087293635242076;0;0.145607197245892
AC;Acre;Feijó;1200302;2006;0.955872316379391;0.021945594556544;0.013581605045844;0;0.000317682539989;0.889679352674626;472.582.986.097.633;NA;NA;0.763523157303538;0;0.002602345363759;NA;NA;0.007878535091566;0.007594580012852;0.030717197713516;0;0.049278323791507
AC;Acre;Manoel Urbano;1200344;2006;0.977173324719769;0.005141218732492;0.012616858363818;0;0.000215407243741;0.90980896197915;276.245.073.838.244;NA;NA;0.61815576780244;0;0.00193253312147;NA;NA;0.009629215644956;0.009505462701686;0.103676218860629;0;0.18137407166808
AC;Acre;Tarauacá;1200609;2006;0.936033164444541;0.02590459226913;0.02661706192453;0;0.000337692507653;0.881006076102101;382.203.125.528.753;NA;NA;116.319.616.117.254;0;0.006840314047916;NA;NA;0.011201502189861;0.010610619134121;0.123029320716036;0;0.208258781522114
AC;Acre;Mâncio Lima;1200336;2006;0.931452851478941;0.034543023488414;0.022435593737827;0;0.001555319337033;0.852341998041755;296.265.738.411.652;NA;NA;0.877398800638765;0;0.0047354333951;NA;NA;0.013354639881292;0.012606626560115;0.143965792938954;0;0.356381934733033
AC;Acre;Cruzeiro do Sul;1200203;2006;0.895695892540361;0.042378996811735;0.044084653030164;0;0.002511092627044;0.817147093168191;395.597.767.464.949;NA;NA;157.391.351.549.721;0;0.015132085150038;NA;NA;0.015687591450982;0.014304618379466;0.015955568822508;0;0.015955568822508
AC;Acre;Sena Madureira;1200500;2006;0.936830905983716;0.013798321233002;0.038903429002351;0;0.000247366448925;0.883632268208411;410.589.531.707.361;NA;NA;139.944.494.580.235;0;0.00978096421998;NA;NA;0.019159174747161;0.018321188375017;0.070279552474096;0;0.115734253583146
AC;Acre;Assis Brasil;1200054;2006;0.952932192044366;0.015090259496051;0.022553121474238;0;0.000262513203052;0.888151090635577;239.942.312.924.906;NA;NA;0.45111046824415;0;0.007538496897265;NA;NA;0.027474379051282;0.026927784577723;0.070593429534342;0;0.078592325326902
AC;Acre;Rodrigues Alves;1200427;2006;0.857978637516838;0.058562091503268;0.053986928104575;0;0.00079482527821;0.758394024276377;343.416.435.703.522;NA;NA;147.195.202.951.389;0;0.018982258888808;NA;NA;0.033956936110131;0.030152013790942;0.154291010270822;0;0.231436515406233
AC;Acre;Xapuri;1200708;2006;0.774912181354319;0.040514236069107;0.175935599520516;0;0.000618134828747;0.615213733490229;553.141.083.747.493;NA;NA;244.735.618.358.813;0;0.085276654332674;NA;NA;0.054031348794022;0.044354106928968;0.075061180522088;0;0.075061180522088
AC;Acre;Rio Branco;1200401;2006;0.730344531752686;0.031352718078382;0.229522922350123;9,98E+05;0.009404780805102;0.600785148712489;635.007.843.270.105;NA;NA;340.288.937.890.514;0;0.053897978825794;NA;NA;0.068904421099625;0.054198490035993;0.072948552910563;0;0.073091309374185
AC;Acre;Brasiléia;1200104;2006;0.693141199584172;0.056042425059548;0.225203361646668;0;0.000994602909056;0.517519811843662;663.196.442.128.452;NA;NA;422.336.912.275.986;0;0.057835274834631;NA;NA;0.076099413864239;0.05737988247494;0.059971783033531;0;0.059971783033531
AC;Acre;Epitaciolândia;1200252;2006;0.52549049903615;0.088100074842297;0.375886524822695;0.000106917566556;0.002514976948708;0.324067144231797;580.439.679.817.683;NA;NA;239.296.798.607.102;0;0.100945494994438;NA;NA;0.105633802816901;0.061961524843621;169.573.465.368.103;0;362.743.418.812.912
AC;Acre;Bujari;1200138;2006;0.627762513133859;0.032028538746389;0.345702708466624;3,88E+05;0.000759754565863;0.467477074002986;501.922.533.218.223;NA;NA;220.246.397.517.689;0;0.089523953911461;NA;NA;0.107595509686764;0.076593413675324;0.044469870134297;0;0.044469870134297
AC;Acre;Capixaba;1200179;2006;0.530340826486528;0.053512633001768;0.419020552455551;0;0.000903877047887;0.325304127820331;51.422.402.380.931;NA;NA;182.393.405.486.453;0;0.130287418655098;NA;NA;0.142699318725833;0.088399680620509;0.743561349379306;0;110.050.048.016.917
AC;Acre;Porto Acre;1200807;2006;0.544913540837093;0.036791492250255;0.420613191537504;0;0.001606769621324;0.357121846362711;623.962.896.179.257;NA;NA;522.886.334.706.271;0;0.098982750995135;NA;NA;0.184252400548697;0.124361158432709;0.079410061561219;0;0.079410061561219
AC;Acre;Senador Guiomard;1200450;2006;0.301890657554921;0.045022371364653;0.687588977018507;0.000432174089893;0.002237633829321;0.124237339841367;726.533.110.813.743;NA;NA;852.524.808.503.654;0;0.258186523340301;NA;NA;0.293690026170398;0.127097315436242;0.080955800760518;0;0.080955800760518
AC;Acre;Plácido de Castro;1200385;2006;0.291771417650321;0.044208476587459;0.698542611129705;9,13E+05;0.002218497516661;0.081692883439316;845.495.948.070.468;NA;NA;918.148.132.107.526;0;0.334166071853438;NA;NA;0.409824418958693;0.20356926799758;0.08319530363308;0;0.08319530363308
AC;Acre;Acrelândia;1200013;2006;0.444920639342484;0.048109064691617;0.489971816215508;0.000294946581897;0.001906593983366;0.231401979419283;721.953.727.842.231;NA;NA;466.906.119.694.227;0;0.286135315222963;NA;NA;0.310802069857697;0.204783975281019;0.078292027015471;0;0.078292027015471
AC;Acre;Acrelândia;1200013;2017;0.360676729359168;0.077702038408599;0.635282165563348;0;0.002415344541795;0.122173428590155;690.923.846.256.822;0.0;0.0;992.441.223.958.574;0;0.033828805740646;0.020299503403493;0.045624998277204;0.114119433198381;0.048052847477492;0.078292027015471;0;0.210060304626331
AC;Acre;Assis Brasil;1200054;2017;0.943517317938688;0.012539958631064;0.038054719819481;0;0.000262866994431;0.878537514103046;236.821.289.169.968;0.0;0.711380389383503;0.256549232609619;0;0.000689496667433;0.005107832976095;0.005360122177357;0.004842763440201;0.004604534592295;0.051675406151937;0;0.213303887801609
AC;Acre;Brasiléia;1200104;2017;0.642641817809866;0.063817356523302;0.275388372058185;0;0.001223038130039;0.468263598639761;683.974.762.527.837;0.0;0.122582561860126;49.874.838.641.699;0;0.005970848211672;0.01080387899005;0.015586837135827;0.043993961613112;0.030220729840502;0.036918113749136;0;0.159441111344521
AC;Acre;Bujari;1200138;2017;0.590980607479489;0.074371352682293;0.369278194614087;0;0.000913158164631;0.415246515054576;490.999.116.276.603;0.0;0.0;535.837.046.968.905;0;0.015312310491207;0.030257478192194;0.048198924846827;0.035577222279846;0.022104788296707;0.044469870134297;0;0.081458827535722
AC;Acre;Capixaba;1200179;2017;0.47082010370433;0.070737878210238;0.479430215228919;0.000762485703393;0.000965963622441;0.26267632481891;537.797.857.933.246;0.0;0.78851505884089;535.768.338.614.694;0;0.058975054229935;0.033935405119546;0.063987917627171;0.070660522273425;0.036728641496521;0.323916695612842;0;230.786.007.641.681
AC;Acre;Cruzeiro do Sul;1200203;2017;0.882743864284055;0.052035635094533;0.038928323077529;0;0.002757741223639;0.811078893160319;397.030.906.618.924;1.0;11.619.054.909.738;418.852.063.873.486;0;0.005616824826879;0.001945725368626;0.00217230578462;0.006383474031145;0.005697787596102;0.008983991454115;0;0.037301532517485
AC;Acre;Epitaciolândia;1200252;2017;0.476683580816524;0.078691328985352;0.471256994190812;0.00017819594426;0.002757846387211;0.27467122848284;529.411.904.102.337;0.0;14.319.056.786.815;435.860.992.357.888;0;0.003754171301446;0.007071648203007;0.013457233224915;0.06277155270981;0.032397025846807;115.152.391.570.446;0;536.714.933.012.168
AC;Acre;Feijó;1200302;2017;0.944940126099396;0.023696583907119;0.016484670524943;0;0.000317113895825;0.884047904739525;483.598.260.656.737;0.0;327.496.246.584.605;0.928514314807521;0;0.001691524486443;0.001121857741;0.00117364811364;0.006089075715079;0.005804183548284;0.005615699141458;0;0.085182713483077
AC;Acre;Jordão;1200328;2017;0.969601176708218;0.012921348314607;0.002009507346586;0;0;0.916000432152118;20.037.126.629.844;0.0;181.438.110.717.892;0.013685932110019;0;0.000717935723637;8,36E+07;8,54E+07;0.00474028696968;0.004625182338919;0.069858469228814;0;0.560517026291226
AC;Acre;Mâncio Lima;1200336;2017;0.923129342481481;0.034416685091016;0.027162755440447;0;0.001572739955589;0.84881505111441;290.818.436.558.252;0.0;0.0;221.755.787.278.093;0;0.003294214535722;3,05E+07;3,27E+07;0.005083599110853;0.00472299542067;0.188209504043282;0;0.53949530451299
AC;Acre;Manoel Urbano;1200344;2017;0.963188729550866;0.012314756835734;0.011979698777313;0;0.000215241290548;0.897988553098463;300.445.320.355.191;0.0;132.571.989.437.454;0.960774896650712;0;0.001588971677653;0.00167944809648;0.001718679843171;0.009771926571482;0.009532595325953;0.046381466332387;0;0.333270408339746
AC;Acre;Marechal Thaumaturgo;1200351;2017;0.96892322869459;0.013383229734873;0.002100159273824;0;0.000259384464037;0.921518880290921;21.534.839.089.641;0.0;0.662891666920401;0;0;0.000220403890129;0.001199804366338;0.001227159315256;0.003605042220125;0.003507409107494;0.04465399793651;0;0.192420941021748
AC;Acre;Plácido de Castro;1200385;2017;0.25583472281885;0.122402409711869;0.708491800286001;0.000212979584386;0.002415767839586;0.046125292846928;750.118.034.705.393;0.0;0.0;119.751.441.200.429;0;0.029026885557935;0.02762891232654;0.094693690523355;0.069901168014376;0.019610808630772;0.08319530363308;0;0.154691267692758
AC;Acre;Porto Acre;1200807;2017;0.502013191844054;0.06817513293359;0.473107817626428;0;0.00176010154432;0.297522344156579;589.251.761.653.799;1.0;10.543.572.550.227;538.847.346.381.844;0;0.018575851393189;0.025802808569566;0.047352114850969;0.051444727949797;0.02762758314199;0.066336453865165;0;0.207967203905755
AC;Acre;Porto Walter;1200393;2017;0.967849568585539;0.012957862355129;0.004292459579339;0;0.000326819114481;0.917200243239376;198.005.539.569.185;0.0;14.326.875.422.121;0.0355601496867;0;0.001223990208078;0.001141534090182;0.001167665659523;0.005340989781112;0.005198004927588;0.067886008837477;0;0.446891734944547
AC;Acre;Rio Branco;1200401;2017;0.693975958819974;0.058393772040721;0.253849224831991;0.000326036329763;0.01071873530285;0.55616474815357;604.179.298.249.265;2.0;0.872921538203012;90.486.123.161.312;0;0.013734620086882;0.033917399903139;0.046440273635984;0.032230163426959;0.023307874637872;0.057173963680393;0;0.172735320981961
AC;Acre;Rodrigues Alves;1200427;2017;0.837430408249483;0.063267973856209;0.062670401493931;0;0.000850733945351;0.74780578898226;336.673.356.526.495;0.0;0.442734676883802;348.588.691.618.194;0;0.008542016499963;0.002899640162188;0.003379618134293;0.009000700874248;0.007647704121611;0.077145505135411;0;0.443791828744399
AC;Acre;Santa Rosa do Purus;1200435;2017;0.984339602551867;0.005663214802406;0.003540699002513;0;0;0.919582349805833;214.515.781.868.872;0.0;106.712.879.054.245;0.041943309485871;0;0.000632864269228;0.001573959943563;0.001591411511669;0.002544611222058;0.002514162052065;0.095795388608458;0;0.331163628361497
AC;Acre;Sena Madureira;1200500;2017;0.918915048366384;0.020743073730697;0.052302513221646;0;0.000286027891819;0.860035389157511;456.129.750.797.573;0.0;416.261.590.430.401;234.583.442.883.135;0;0.004317115241922;0.005579876909732;0.005956119587956;0.011698124724769;0.010916222165261;0.073890439945376;0;0.233061545756562
AC;Acre;Senador Guiomard;1200450;2017;0.276621800702153;0.087858450274558;0.709426479560708;7,63E+05;0.00236890227709;0.093629245474883;632.142.269.395.323;0.0;0.0;1.316.398.776.958;0;0.02587837165323;0.035763151615466;0.118463923014775;0.044646665718754;0.013171140939597;0.080955800760518;0;0.190707960180817
AC;Acre;Tarauacá;1200609;2017;0.924051639510703;0.030917735610555;0.02758521625465;0;0.000361866675734;0.874211758622176;392.135.271.795.351;0.0;174.885.417.023.594;20.414.711.912.956;0;0.002235176511552;0.001051202928702;0.001123040260358;0.005816402661537;0.005421207992734;0.037018225089654;0;0.365898892081263
AC;Acre;Xapuri;1200708;2017;0.739523772560238;0.049741012416008;0.20706909634778;0;0.000645940201666;0.57741584278189;572.327.316.467.498;0.0;128.787.523.803.228;366.488.851.159.035;0;0.012778590482747;0.016774507440575;0.021646978643771;0.027501945892398;0.021160756415375;0.060898693631128;0;0.168415573278332
AM;Amazonas;Japurá;1302108;2006;0.999094299574395;0.000692651993954;1,37E+05;0;1,96E+05;0.936379177491547;387.086.071.832.244;NA;NA;0;0;0.000193473759607;NA;NA;1,20E+07;1,20E+07;0.012657480202225;0;0.01506466170497
AM;Amazonas;Santa Isabel do Rio Negro;1303601;2006;0.996738730764661;0.00309966799406;5,11E+05;6,62E+03;3,36E+05;0.956136434577804;297.896.450.570.554;NA;NA;0.00827027298999;0;0.000306964014941;NA;NA;3,02E+07;3,01E+07;0.076846053080244;0;0.313722756045636
AM;Amazonas;Tapauá;1304104;2006;0.996798583007279;0.002515825466709;5,32E+05;0;2,23E+05;0.936415172836929;508.769.574.588.128;NA;NA;0.609516896757931;0;0.000372441518466;NA;NA;3,47E+07;3,46E+07;0.013356372128682;0;0.009295262871101
AM;Amazonas;Atalaia do Norte;1300201;2006;0.997082782807845;0.002343042316512;4,55E+03;7,58E+01;9,51E+03;0.964700487028369;30.698.708.321.871;NA;NA;0.080196406439305;0;1,19E+05;NA;NA;4,36E+07;4,35E+07;0.025378308728932;0;0.010994511599179
AM;Amazonas;Barcelos;1300409;2006;0.99808444676626;0.001619023625246;7,91E+05;9,08E+05;1,66E+05;0.89995351898398;911.031.209.019.173;NA;NA;0.263932997576802;0;0.002884694319768;NA;NA;4,71E+07;4,70E+07;0.019470821304912;0;0.000669631420539
AM;Amazonas;Jutaí;1302306;2006;0.996786525338157;0.002369529975569;0.000161520423031;0;4,63E+04;0.935190564501194;461.110.438.521.373;NA;NA;0;0;0.000248009311923;NA;NA;6,86E+07;6,84E+07;0.06054434717358;0.050783523356603;0.033776990324793
AM;Amazonas;Itamarati;1301951;2006;0.995394952005759;0.003416005160101;0.000211899433926;0;0;0.932588037229101;327.730.420.640.436;NA;NA;0;0;0.000227649383525;NA;NA;7,10E+07;7,07E+07;0.031507518058032;0;0.034004151818573
AM;Amazonas;Coari;1301209;2006;0.986295888809993;0.011211544577056;0.000159518029139;0;0.000131070827908;0.893545900541024;502.957.031.025.211;NA;NA;0.207890969299811;0;0.00092148838482;NA;NA;7,74E+07;7,64E+07;0.009018656246681;0;0.035476282292432
AM;Amazonas;Benjamin Constant;1300607;2006;0.979907222340935;0.015910070630368;0.001226912491296;0;0.0006207354829;0.893563683390258;280.730.488.577.266;NA;NA;0.114968415350474;0;2,59E+05;NA;NA;8,00E+07;7,84E+07;0.262970820782694;0;0.072867972452753
AM;Amazonas;Novo Airão;1303205;2006;0.996958990662369;0.0021542924595;8,10E+05;0;0.000103952806655;0.928530235558217;354.699.628.370.218;NA;NA;0.134876638733683;0;0.00040381198514;NA;NA;8,42E+07;8,40E+07;0.129932556219319;0;0.036441852161679
AM;Amazonas;Borba;1300805;2006;0.988144082530116;0.00928468395263;0.000149972868545;0;0.000107981984828;0.90343110655436;475.940.496.482.073;NA;NA;0.336640769408816;0;0.000357236165096;NA;NA;8,98E+07;8,88E+07;0.029312147972207;0;0.013301670261707
AM;Amazonas;Carauari;1301001;2006;0.988967786590787;0.008607904349498;0.001146652507072;0;0.000157448388242;0.906873964350779;407.519.293.382.977;NA;NA;0.077645706411308;0;0.000724890595216;NA;NA;0.00106243553653;0.001051904176904;0.05541208946863;0;0.03253778321999
AM;Amazonas;Urucará;1304302;2006;0.98788300109972;0.008048211424482;0.002080166413313;0;0.00010412791764;0.919459502706162;356.985.237.565.368;NA;NA;0.768645182498634;0.000741547077574;0.000693393314674;NA;NA;0.001092248041648;0.001080118033517;0.010486537201798;0;0.01805763625913
AM;Amazonas;Amaturá;1300060;2006;0.975216648963562;0.02023285707223;0.000222474909774;0;0.000197665927688;0.827693182379987;234.456.189.565.753;NA;NA;0;0;0.000918628825606;NA;NA;0.001146473447675;0.001119419692831;0.074287450988986;0;0.051072622554928
AM;Amazonas;São Gabriel da Cachoeira;1303809;2006;0.989438158686459;0.00942025743457;4,37E+05;0;5,53E+05;0.94352858608275;48.164.903.646.938;NA;NA;0.775762730488531;0;0.000210781028021;NA;NA;0.001165922077541;0.001154875946168;121.668.267.123.585;0;334.184.639.466.511
AM;Amazonas;Pauini;1303502;2006;0.995079810454819;0.002555835612722;0.001028550760675;0;5,95E+05;0.954423050839795;280.572.960.963.625;NA;NA;0.143099792728074;0;0.000756801546748;NA;NA;0.001166368987309;0.001162274677205;0.150421490959506;0;0.122028070929478
AM;Amazonas;Codajás;1301308;2006;0.984646795163584;0.011558158888676;0.000128032776391;0;0.000166037808608;0.816999551885283;558.318.157.553.805;NA;NA;0.191029883656667;0;0.003453712741197;NA;NA;0.001179173973514;0.001162603516428;0.056791271614698;0;0.088053450229202
AM;Amazonas;Beruri;1300631;2006;0.986250793841676;0.010637566592198;7,22E+04;0;0.000127427693966;0.855153806495962;457.571.737.251.621;NA;NA;137.012.198.018.834;0;0.000913646929206;NA;NA;0.001204972095383;0.001191252445202;0.072527015447791;0;0.044657002543015
AM;Amazonas;Juruá;1302207;2006;0.992529092372148;0.005361391281037;0.000109664821658;0;7,38E+05;0.863260152373177;475.483.234.723.482;NA;NA;0;0;0.000321585535797;NA;NA;0.001294525853379;0.001286682310755;0.140291441826258;0;0.180156917434228
AM;Amazonas;Santo Antônio do Içá;1303700;2006;0.989032843056052;0.008671026647661;0.000189427125017;0;0.000285605291177;0.866662246700416;371.254.143.439.268;NA;NA;0;0;0.000685134434486;NA;NA;0.001548528897547;0.001534311663243;0.055592225768057;0;0.096699871611226
AM;Amazonas;Fonte Boa;1301605;2006;0.991706504238328;0.005036875383611;0.000360472706371;0;0.000291115446084;0.819520084175248;473.438.456.096.432;NA;NA;0;0;0.000133272408804;NA;NA;0.001665609137056;0.001654542112036;0.080626424156209;0;0.091936952126643
AM;Amazonas;Anori;1300102;2006;0.984355497991219;0.008637140698923;0.000974038882042;0;0.000382282646909;0.690782411640759;59.664.072.029.129;NA;NA;0.078305424397511;0;0.00917252905282;NA;NA;0.001742234309268;0.001716881974833;0.479443379457709;0;0.345086398419876
AM;Amazonas;Tonantins;1304237;2006;0.987140539831602;0.009543030391584;0.000602717708942;0;0.000225636581881;0.847147136177674;269.692.803.074.825;NA;NA;0;0;0.000357181126549;NA;NA;0.001929844477239;0.00190888675008;0.056053292352987;0;0.086378808285667
AM;Amazonas;Maraã;1302801;2006;0.993147850019649;0.004110528324827;1,77E+04;0;8,15E+05;0.742708495327499;855.022.161.315.275;NA;NA;0;0;0.001119294706151;NA;NA;0.002021866107533;0.002011609084074;0;0;0.201891882635207
AM;Amazonas;Nhamundá;1303007;2006;0.963840202812803;0.026980460060776;0.003724546432536;0;5,86E+05;0.830363839754497;412.092.224.364.566;NA;NA;0;0;0.000351811830929;NA;NA;0.002537470525362;0.002453068307304;0.035812517476592;0;0.400241768352621
AM;Amazonas;Tefé;1304203;2006;0.973939515522;0.021073373243886;0.000205569427314;0;0.000303285360677;0.902971230307953;309.491.008.380.498;NA;NA;0.071506122510031;0;0.000450905241283;NA;NA;0.002743303306472;0.002679261485616;0.031703158275376;0;0.017036121995164
AM;Amazonas;Maués;1302900;2006;0.966858534469551;0.025312667669218;0.001042855307605;0;0.000156482816764;0.888585268535242;529.519.933.602.465;NA;NA;0.557491511550048;6,84E+03;0.001489361702128;NA;NA;0.003171997271049;0.003077555993323;0.029979421048361;0;0.109067688569419
AM;Amazonas;Caapiranga;1300839;2006;0.973384395512948;0.020984747021448;0.000241203988752;0;0.000189838423996;0.88531385082168;265.947.655.161.008;NA;NA;0.496249449852525;0;0.000223380491437;NA;NA;0.003193498540606;0.003120945008725;0.066423298152846;0;0.048350292330134
AM;Amazonas;Humaitá;1301704;2006;0.977837641178022;0.015364460343913;0.007104095078342;6,15E+05;0.000234972695734;0.888864159062245;465.956.472.117.045;NA;NA;175.184.165.666.994;0;0.021031178793326;NA;NA;0.00319763230333;0.003139733376687;0.095455259094181;0.087687858673274;0.032802036581427
AM;Amazonas;São Paulo de Olivença;1303908;2006;0.991530415237046;0.004535828584346;0.000395583738831;0;0.000122357160142;0.902838090252579;324.981.723.127.147;NA;NA;0;0;0.000197718100511;NA;NA;0.003514992050632;0.003496556498189;0.036700520414475;0;0.111192310976023
AM;Amazonas;Uarini;1304260;2006;0.976442674486312;0.017778368784075;4,63E+05;0;0.000153250500453;0.835467701184647;365.141.468.314.891;NA;NA;0;0;0.000836876866009;NA;NA;0.003662174673388;0.003590446990479;0.483000949612412;0;0.596492976024071
