geocode;municipality;Disease_Burden;deorg;tot2010;prop_urb2010;prop_rur2010;ipm
1303205;Novo Airão;24893.0;0.03838107893965282;14723.0;0.645181009305169;0.354818990694831;0.24310258375000002
1303304;Novo Aripuanã;30653.0;0.0067817525031555;21451.0;0.656099948720339;0.343900051279661;0.26993895975
1303403;Parintins;3035.0;0.0150996814910935;102033.0;0.684974469044329;0.315025530955671;0.26374779125
1303502;Pauini;4285.0;0.0010812676542479999;18166.0;0.509963668391501;0.490036331608499;0.31620984075
1303536;Presidente Figueiredo;68975.0;0.004067280635589;27175.0;0.478417663293468;0.521582336706532;0.12854037100000001
1303569;Rio Preto da Eva;57188.0;0.0055352453529685;25719.0;0.474551887709475;0.525448112290524;0.16478091725000002
1303601;Santa Isabel do Rio Negro;27632.0;0.03838107893965282;18146.0;0.37782431389838;0.62217568610162;0.29926795725
1303700;Santo Antônio do Içá;7897.0;0.01995769530144791;24481.0;0.528859115232221;0.471140884767779;0.28259832575
1303809;São Gabriel da Cachoeira;40368.0;0.01976797744291041;37896.0;0.502797128984589;0.497202871015411;0.223979075
1303908;São Paulo de Olivença;9028.0;0.02093881771892091;31422.0;0.453917637324168;0.546082362675832;0.306678673
1303957;São Sebastião do Uatumã;17556.0;0.0025684506986385002;10705.0;0.551517982251284;0.448482017748716;0.311592886
1304005;Silves;11379.0;0.006814506814507;8444.0;0.477143533870204;0.522856466129796;0.23599275325000002
1304062;Tabatinga;24383.0;0.0034358990091115;52272.0;0.695496632996633;0.304503367003367;0.257773344
1304104;Tapauá;28459.0;0.03838107893965282;19077.0;0.556586465377156;0.443413534622844;0.28915973525
1304203;Tefé;74444.0;0.0020910261914985;61453.0;0.81475273786471;0.18524726213529;0.25417987999999997
1304237;Tonantins;882.0;0.02014498284486641;17079.0;0.521049241758885;0.478950758241115;0.30526977
1304260;Uarini;19159.0;0.002723091818622;11891.0;0.571440585316626;0.428559414683374;0.27128244025
1304302;Urucará;8264.0;0.01973059848658491;17094.0;0.578331578331578;0.421668421668422;0.22807148725
1304401;Urucurituba;190.0;0.028901734104046;17837.0;0.585748724561305;0.414251275438695;0.258086616
1400027;Amajari;7682.0;0.0053473487788075;9327.0;0.130695829312748;0.869304170687252;0.18471686525
1400050;Alto Alegre;10322.0;0.005705508961771;16448.0;0.290612840466926;0.709387159533074;0.23332102375
1400100;Boa Vista;67330.0;0.016593362654938;284313.0;0.97708863119168;0.0229113688083204;0.16827391525
1400159;Bonfim;12042.0;0.0620746123535135;10943.0;0.339120899204971;0.660879100795029;0.20815101325
1400175;Cantá;32192.0;0.035944639525146;13902.0;0.16235074090059;0.83764925909941;0.1493011465
1400209;Caracaraí;32371.0;0.005386966838394;18398.0;0.592999239047723;0.407000760952277;0.17979801525
1400233;Caroebe;8941.0;0.014666233960756999;8114.0;0.409662312053241;0.590337687946759;0.17619211975
1400282;Iracema;10284.0;0.0069194849299565;8696.0;0.468951241950322;0.531048758049678;0.222544575
1400308;Mucajaí;16788.0;0.021382971149206002;14792.0;0.604042725797729;0.395957274202272;0.17985650450000001
1400407;Normandia;2277.0;0.0181242807825085;8940.0;0.258501118568233;0.741498881431767;0.22712886125
1400456;Pacaraima;4627.0;0.02672927606100641;10433.0;0.43266558036998;0.56733441963002;0.18255929925
1400472;Rorainópolis;36889.0;0.0071778083004265;24279.0;0.439598006507682;0.560401993492318;0.193642322
1400506;São João da Baliza;4699.0;0.018259635737712502;6769.0;0.702467129561235;0.297532870438765;0.16149263575
1400605;São Luiz;4847.0;0.051175972376050496;6750.0;0.66;0.34;0.1705094805
1400704;Uiramutã;5191.0;0.003384912959381;8375.0;0.135880597014925;0.864119402985075;0.31059782175
1500107;Abaetetuba;2207.0;0.012186922171793999;141100.0;0.58822111977321;0.411778880226789;0.2170621995
1500131;Abel Figueiredo;254.0;0.0282559272491065;6780.0;0.889970501474926;0.110029498525074;0.23811180275
1500206;Acará;628.0;0.0414890861569615;53569.0;0.235602680654856;0.764397319345144;0.245620272
1500305;Afuá;6248.0;0.01979749423768941;35042.0;0.270475429484618;0.729524570515382;0.25657316825
1500347;Água Azul do Norte;466.0;0.044018010291595;25057.0;0.194596320389512;0.805403679610488;0.19102496549999998
1500404;Alenquer;23268.0;0.005464111197265;52626.0;0.526773838026831;0.473226161973169;0.27629536825
1500503;Almeirim;5752.0;0.0019981348813335;33614.0;0.593948949842328;0.406051050157672;0.19404661125
1500602;Altamira;49108.0;0.0166981534325985;99075.0;0.848771132980066;0.151228867019934;0.208097804
1500701;Anajás;113785.0;0.03010247055555991;24759.0;0.383456520861101;0.616543479138899;0.28149047975
1500800;Ananindeua;5629.0;0.0438175270108045;471980.0;0.997540150006356;0.0024598499936438;0.1673335195
1500859;Anapu;17694.0;0.056272810997032505;20543.0;0.478654529523439;0.521345470476561;0.2684957025
1500909;Augusto Corrêa;26079.0;0.02758111846884491;40497.0;0.450403733609897;0.549596266390103;0.29786712774999996
1500958;Aurora do Pará;3618.0;0.088034992525331;26546.0;0.307692307692308;0.692307692307692;0.2460639385
1501006;Aveiro;678.0;0.009716725491036;15849.0;0.200580478263613;0.799419521736387;0.288132468
1501105;Bagre;899.0;0.018581990892621;23864.0;0.446739859202145;0.553260140797854;0.294524923
1501204;Baião;6801.0;0.0344218310320005;36882.0;0.50309093866927;0.49690906133073;0.23751584725
1501253;Bannach;187.0;0.0879696656325405;3431.0;0.373651996502477;0.626348003497523;0.227541839
1501303;Barcarena;1979.0;0.060536690830472;99859.0;0.363482510339579;0.636517489660421;0.15172324125
1501402;Belém;21998.0;0.03208722741433;1393399.0;0.991442508570768;0.0085574914292316;0.14555639825
1501451;Belterra;927.0;0.016701378819435;16318.0;0.419904400049026;0.580095599950974;0.2592169575
1501501;Benevides;652.0;0.07747648035417849;51651.0;0.559756829490233;0.440243170509767;0.12650489275
1501576;Bom Jesus do Tocantins;1589.0;0.0375653390267245;15298.0;0.533272323179501;0.466727676820499;0.23157849675
1501600;Bonito;49.0;0.1190032208848955;13630.0;0.280777696258254;0.719222303741746;0.24583227624999998
1501709;Bragança;12526.0;0.02882693923139991;113227.0;0.641375290345942;0.358624709654058;0.24636147200000003
1501725;Brasil Novo;4363.0;0.111366101321932;15690.0;0.439706819630338;0.560293180369662;0.231407931
1501758;Brejo Grande do Araguaia;668.0;0.04938071723468;7317.0;0.588765887658877;0.411234112341123;0.23293870375
1501782;Breu Branco;22427.0;0.07037308172008;52493.0;0.558322061989218;0.441677938010782;0.223426399
1501808;Breves;21267.0;0.04702641945233691;92860.0;0.501399956924402;0.498600043075598;0.2917154215
1501907;Bujaru;1199.0;0.051448657861099;25695.0;0.315197509243043;0.684802490756957;0.246204073
1501956;Cachoeira do Piriá;25034.0;0.0501832247557005;26484.0;0.20888083371092;0.79111916628908;0.2985714975
1502004;Cachoeira do Arari;480.0;0.11104064429162941;20443.0;0.359829770581617;0.640170229418383;0.24428337600000002
1502103;Cametá;1927.0;0.0504108484145785;120896.0;0.437053335097935;0.562946664902065;0.2434142085
1502152;Canaã dos Carajás;744.0;0.0125569653453985;26716.0;0.775827219643659;0.224172780356341;0.19012458325
1502202;Capanema;1580.0;0.0402044293015335;63639.0;0.797184116658024;0.202815883341976;0.21982235725
1502301;Capitão Poço;732.0;0.0289130211366515;51893.0;0.413177114447035;0.586822885552965;0.2644686375
1502400;Castanhal;2008.0;0.0783867531712985;173149.0;0.885815107219793;0.114184892780207;0.16801289275
1502509;Chaves;8328.0;0.02019835917937991;21005.0;0.119495358248036;0.880504641751964;0.2687496185
1502608;Colares;165.0;0.07469635862828641;11381.0;0.321676478341095;0.678323521658905;0.20479141125
1502707;Conceição do Araguaia;2994.0;0.0541806106830625;45557.0;0.712601795552824;0.287398204447176;0.2014095285
1502756;Concórdia do Pará;946.0;0.023391391967755998;28216.0;0.53473206691239;0.46526793308761;0.264244226
1502764;Cumaru do Norte;723.0;0.08182444808945451;10466.0;0.259029237531053;0.740970762468947;0.22589452275000002
1502772;Curionópolis;1702.0;0.02864760271393691;18288.0;0.685148731408574;0.314851268591426;0.22002890174999998
1502806;Curralinho;10977.0;0.030227619616431;28549.0;0.382850537672073;0.617149462327927;0.2801532555
1502855;Curuá;639.0;0.028264965937092;12254.0;0.471764321854088;0.528235678145912;0.28250063575
1502905;Curuçá;933.0;0.047032567366506996;34294.0;0.354989210940689;0.645010789059311;0.20086660075
1502939;Dom Eliseu;2448.0;0.0740055154697595;51319.0;0.633605487246439;0.366394512753561;0.22012346424999998
1502954;Eldorado do Carajás;2594.0;0.06803706823925851;31786.0;0.521550368086579;0.478449631913421;0.25539210925
1503002;Faro;2512.0;0.02063957590398191;8177.0;0.749419102360279;0.250580897639721;0.2513745645
1503044;Floresta do Araguaia;466.0;0.053914096126255;17768.0;0.490432237730752;0.509567762269248;0.2389588895
1503077;Garrafão do Norte;649.0;0.0320405245820125;25034.0;0.343812415115443;0.656187584884557;0.30653365574999997
1503093;Goianésia do Pará;32336.0;0.0557848722088525;30436.0;0.692666579051124;0.307333420948876;0.2425539095
1503101;Gurupá;407.0;0.006955992398147;29062.0;0.32964007982933;0.67035992017067;0.289764062
1503200;Igarapé-Açu;951.0;0.0613485158648925;35887.0;0.590938222754758;0.409061777245242;0.21496939225
1503309;Igarapé-Miri;674.0;0.0038880248833595005;58077.0;0.45121132289891;0.54878867710109;0.24757047125
1503408;Inhangapi;287.0;0.0645836460253569;10037.0;0.276078509514795;0.723921490485205;0.2243517195
1503457;Ipixuna do Pará;12437.0;0.069613694371414;51309.0;0.238301272681206;0.761698727318794;0.259235124
1503507;Irituia;878.0;0.097716293368467;31364.0;0.208009182502232;0.791990817497768;0.2119488605
1503606;Itaituba;86022.0;0.014336357687109499;97493.0;0.724995640712667;0.275004359287333;0.2156559925
1503705;Itupiranga;39371.0;0.07525223314697;51220.0;0.400039047247169;0.599960952752831;0.25883586925
1503754;Jacareacanga;62316.0;0.0088961036224895;14103.0;0.34957101325959;0.65042898674041;0.18606472725
1503804;Jacundá;12761.0;0.031373334095979;51360.0;0.889466510903427;0.110533489096573;0.22859322925
1503903;Juruti;748.0;0.0090477060866385;47086.0;0.336660578515907;0.663339421484093;0.27141035199999997
1504000;Limoeiro do Ajuru;79.0;0.05025009255439841;25021.0;0.247671955557332;0.752328044442668;0.24122444325
1504059;Mãe do Rio;897.0;0.07433439829605949;27904.0;0.826118119266055;0.173881880733945;0.23266853625
1504109;Magalhães Barata;1631.0;0.0361486486486485;8115.0;0.467652495378928;0.532347504621072;0.234909505
1504208;Marabá;32920.0;0.0700198222647935;233669.0;0.797153238127437;0.202846761872563;0.19964266725000002
1504307;Maracanã;7172.0;0.044455473624504;28376.0;0.410769664505216;0.589230335494784;0.2514805105
1504406;Marapanim;5822.0;0.040601930721181;26605.0;0.439917308776546;0.560082691223454;0.196571769
1504422;Marituba;2243.0;0.059498956158664;108246.0;0.98962548269682;0.0103745173031798;0.13404383625
1504455;Medicilândia;6788.0;0.057581840829111;27328.0;0.349787763466042;0.650212236533958;0.21955301075
1504505;Melgaço;909.0;0.031247242109488912;24808.0;0.221823605288617;0.778176394711383;0.27908644
1504604;Mocajuba;799.0;0.0154237557640325;26731.0;0.683812801616101;0.316187198383899;0.2514487665
1504703;Moju;22103.0;0.0401929984573635;70018.0;0.359364734782484;0.640635265217515;0.23704677124999998
1504752;Mojuí dos Campos;0.0;0.047852988134163;31.615.311.284.046.600;0.5738064861446525;0.4261935138553475;0.21574110088711695
1504802;Monte Alegre;5097.0;0.007780117410690001;55462.0;0.442915870325628;0.557084129674372;0.235630062
1504901;Muaná;2120.0;0.04345181474198791;34204.0;0.42454098935797;0.57545901064203;0.25584601975
1504950;Nova Esperança do Piriá;4952.0;0.041953962023974;20158.0;0.395078876872706;0.604921123127294;0.3132736125
1504976;Nova Ipixuna;8118.0;0.0470044378698225;14645.0;0.527552065551383;0.472447934448617;0.22134598575
1505007;Nova Timboteua;252.0;0.057844183564568004;13670.0;0.403803950256035;0.596196049743965;0.21622554149999998
1505031;Novo Progresso;28300.0;0.0475328477268595;25124.0;0.705182295812769;0.294817704187231;0.15941586675
1505064;Novo Repartimento;60647.0;0.11814394816014849;62050.0;0.45044319097502;0.54955680902498;0.2609903705
1505106;Óbidos;3251.0;0.006641245918566;49333.0;0.516206190582369;0.483793809417631;0.26348144
1505205;Oeiras do Pará;632.0;0.042461847012002;28595.0;0.399790173107187;0.600209826892813;0.26093448875
1505304;Oriximiná;12901.0;0.02017252835658641;62794.0;0.639344523362105;0.360655476637895;0.23356747675
1505403;Ourém;428.0;0.0814098011363635;16311.0;0.456011280730795;0.543988719269205;0.2226221935
1505437;Ourilândia do Norte;728.0;0.0143831819157305;27359.0;0.727840929858547;0.272159070141453;0.222171435
1505486;Pacajá;71086.0;0.137055387679997;39979.0;0.343855524150179;0.656144475849821;0.25583356775
1505494;Palestina do Pará;356.0;0.0584523933674;7475.0;0.608160535117057;0.391839464882943;0.257881612
1505502;Paragominas;27149.0;0.027907383946688;97819.0;0.782169108250953;0.217830891749047;0.19258045825
1505536;Parauapebas;7925.0;0.010966250981076;153908.0;0.901122748655041;0.0988772513449593;0.15172185375
1505551;Pau D'Arco;433.0;0.044809825673534;6033.0;0.603514006298691;0.396485993701309;0.25092565525
1505601;Peixe-Boi;271.0;0.058877857307781;7854.0;0.530812324929972;0.469187675070028;0.255212243
1505635;Piçarra;371.0;0.0532907662082515;12697.0;0.282035126407813;0.717964873592187;0.225900526
1505650;Placas;1519.0;0.0439023369959285;23934.0;0.202807721233392;0.797192278766608;0.27098870875000003
1505700;Ponta de Pedras;4890.0;0.05761716579357841;25999.0;0.477864533251279;0.522135466748721;0.244397812
1505809;Portel;18636.0;0.024873925264550498;52172.0;0.476347466073756;0.523652533926244;0.27830211725
1505908;Porto de Moz;7057.0;0.028623738849285502;33956.0;0.429467546236306;0.570532453763694;0.2567951
1506005;Prainha;15564.0;0.0382891660171475;29349.0;0.305257419332856;0.694742580667144;0.275173655
1506104;Primavera;492.0;0.082307060755337;10268.0;0.622419166342034;0.377580833657967;0.2463607515
1506112;Quatipuru;861.0;0.0367161716171615;12411.0;0.428087986463621;0.571912013536379;0.2490215985
1506138;Redenção;4152.0;0.021217357910906502;75556.0;0.927325427497485;0.0726745725025147;0.18267777475
1506161;Rio Maria;945.0;0.0399091661857325;17697.0;0.763519240549246;0.236480759450754;0.17575484425000001
1506187;Rondon do Pará;2967.0;0.0706732974434495;46964.0;0.738778638957499;0.261221361042501;0.23746904975
1506195;Rurópolis;1728.0;0.0284327919611245;40087.0;0.380996332975778;0.619003667024222;0.27653603449999997
1506203;Salinópolis;2327.0;0.051972281449893507;37421.0;0.892306458940167;0.107693541059833;0.21690685425
1506302;Salvaterra;1520.0;0.1144807875516035;20183.0;0.627855125600753;0.372144874399247;0.208229245
1506351;Santa Bárbara do Pará;141.0;0.06360832690825001;17141.0;0.318417828598098;0.681582171401902;0.138956535
1506401;Santa Cruz do Arari;228.0;0.0;8155.0;0.48976088289393;0.51023911710607;0.230483523
1506500;Santa Izabel do Pará;3872.0;0.060791366906475;59466.0;0.723102276931356;0.276897723068644;0.15857339175
